      41274      41274          0
     -42402     -42402          0
   -7274172   -7274172          0
   -3564894   -3564894          0
   -7116510   -7116510          0
   -3651084   -3651084          0
   -7180806   -7180806          0
    1786062    1786062          0
   -4482870   -4482870          0
   -2148042   -2148042          0
   -6408084   -6408084          0
   -3276234   -3276234          0
   -1544724   -1544724          0
    -843990    -843990          0
    4954470    4954470          0
    2384406    2384406          0
    1285596    1285596          0
     570606     570606          0
     234312     234312          0
    5472984    5472984          0
    8091756    8091756          0
    4118634    4118634          0
   -3316584   -3316584          0
    3697536    3697536          0
    1920960    1920960          0
    1033236    1033236          0
     444990     444990          0
    5557122    5557122          0
    8113188    8113188          0
   -1298670   -1298670          0
   -5983398   -5983398          0
   -2940144   -2940144          0
   -1397880   -1397880          0
    4656324    4656324          0
    7683990    7683990          0
   -1533906   -1533906          0
    -715398    -715398          0
    -264306    -264306          0
    5244312    5244312          0
    7977420    7977420          0
    4060902    4060902          0
    2082006    2082006          0
     948174     948174          0
    5850552    5850552          0
    2853084    2853084          0
   -3928722   -3928722          0
    3370266    3370266          0
    1736688    1736688          0
   -4486920   -4486920          0
   -2315652   -2315652          0
   -1085070   -1085070          0
    4792092    4792092          0
-1845549670-1845549670          0
-1399287756-1399287756          0
 -121031190 -121031190          0
  866628210  866628210          0
 -463977322 -463977322          0
 2019075192 2019075192          0
 1580370364 1580370364          0
  622493058  622493058          0
  -51068838  -51068838          0
 1095274674 1095274674          0
 1645748964 1645748964          0
 1015477996 1015477996          0
 1370132444 1370132444          0
-2005121984-2005121984          0
 1965463518 1965463518          0
-1027233226-1027233226          0
 -741824332 -741824332          0
  775127832  775127832          0
-1929825780-1929825780          0
  555271850  555271850          0
 1730148590 1730148590          0
 -895182596 -895182596          0
 1897926608 1897926608          0
-2065856346-2065856346          0
  103252122  103252122          0
-1590482970-1590482970          0
 -534965896 -534965896          0
 1677108238 1677108238          0
 1966519692 1966519692          0
  637988344  637988344          0
  -57767036  -57767036          0
-1899883910-1899883910          0
  231086926  231086926          0
 -683690946 -683690946          0
 -738771262 -738771262          0
-1560956850-1560956850          0
 -820905970 -820905970          0
 1673069004 1673069004          0
 1592346210 1592346210          0
 1173788556 1173788556          0
-1575232728-1575232728          0
 -179476940 -179476940          0
 1536162128 1536162128          0
  172636328  172636328          0
  512192194  512192194          0
  434373304  434373304          0
  423871050  423871050          0
 -767376030 -767376030          0
 -615852732 -615852732          0
 -638344756 -638344756          0
 1348500070 1348500070          0
-1569356798-1569356798          0
-1508546864-1508546864          0
  593580102  593580102          0
  508593232  508593232          0
 -225514584 -225514584          0
-1152684460-1152684460          0
 2050952618 2050952618          0
 1237279490 1237279490          0
  202697646  202697646          0
  964848038  964848038          0
-1761182814-1761182814          0
-1296533506-1296533506          0
 1150904108 1150904108          0
-1743916428-1743916428          0
  167968954  167968954          0
 -264328310 -264328310          0
 1359080340 1359080340          0
-1947754678-1947754678          0
-1949935406-1949935406          0
-1631206856-1631206856          0
 2119617786 2119617786          0
 -875871574 -875871574          0
 1613424676 1613424676          0
 1594449904 1594449904          0
-1522143530-1522143530          0
-1177013864-1177013864          0
 1079165516 1079165516          0
 -260047356 -260047356          0
 -609834878 -609834878          0
 1494253422 1494253422          0
  331184612  331184612          0
-1502080142-1502080142          0
  980501478  980501478          0
 1981495234 1981495234          0
-2132794098-2132794098          0
-1790265514-1790265514          0
-1871190824-1871190824          0
  479887434  479887434          0
 1663558900 1663558900          0
 1311590650 1311590650          0
  559672140  559672140          0
 -452164732 -452164732          0
-1893754814-1893754814          0
-1670745872-1670745872          0
-1942929416-1942929416          0
 1963756506 1963756506          0
  885755068  885755068          0
-1224794914-1224794914          0
-1588455524-1588455524          0
  553625772  553625772          0
 -830743594 -830743594          0
-1139240262-1139240262          0
-1293488596-1293488596          0
  460812182  460812182          0
 1401831672 1401831672          0
 -339011332 -339011332          0
-1209432834-1209432834          0
  258782798  258782798          0
 1553006582 1553006582          0
-2027219510-2027219510          0
  477634740  477634740          0
 -560812744 -560812744          0
  199404828  199404828          0
 -632298388 -632298388          0
  471588372  471588372          0
 -804132982 -804132982          0
-1125934956-1125934956          0
  852515368  852515368          0
  254372850  254372850          0
 1618430920 1618430920          0
 1289026660 1289026660          0
 1432250896 1432250896          0
  236314248  236314248          0
 1533639970 1533639970          0
  670696800  670696800          0
  163463566  163463566          0
  293534964  293534964          0
-1212978600-1212978600          0
  433437868  433437868          0
 1256646102 1256646102          0
  840126232  840126232          0
 -379566998 -379566998          0
 -538096286 -538096286          0
-1245106210-1245106210          0
 -410749924 -410749924          0
  274436238  274436238          0
 -519021034 -519021034          0
 -983378982 -983378982          0
 1239852058 1239852058          0
 2043541212 2043541212          0
 1809508172 1809508172          0
 1384565286 1384565286          0
-1803513792-1803513792          0
  205799584  205799584          0
 1450753326 1450753326          0
  629253478  629253478          0
 1178125954 1178125954          0
  -67176176  -67176176          0
  903706298  903706298          0
